code_complexity_cyclomatic,development_time_months,team_size,programming_language,developer_experience_avg_years,code_review_coverage,testing_coverage_percent,project_type,requirements_volatility,version_control_usage,continuous_integration,documentation_quality,customer_involvement,budget_constraints,defect_density_per_kloc
35.82082011,24.18830738,22,JavaScript,13.26289525,60.35241145,55.93153089,Mobile,,Advanced,None,Fair,Medium,Moderate,2.879990245
3.699866268,29.42401884,20,JavaScript,14.42199717,92.74668109,81.26543412,Web App,High,Expert,Basic,Excellent,Medium,Severe,3.268467649
31.10041246,16.17156606,28,C#,8.814616741,81.25917961,92.40023802,Embedded,High,Expert,Basic,Fair,High,Moderate,7.607436228
3.030713957,14.31487484,12,Java,11.42647784,18.66441898,,Mobile,Low,Advanced,Basic,Good,Medium,Severe,8.041892855
49.94167177,11.90450917,13,JavaScript,5.26528469,74.12027601,85.85808842,,Medium,Basic,None,,Medium,Severe,2.407156775
7.097906094,31.38252884,3,JavaScript,11.87103171,63.2354986,95.10339994,Desktop,Low,Expert,,,High,Moderate,8.29375676
47.7142233,3.985428393,12,C#,8.724679525,80.40958488,82.50974972,Mobile,Medium,Basic,None,Fair,Medium,None,6.628963694
37.0019505,12.01727789,26,C++,1.696305899,99.97734656,55.26265683,Mobile,Medium,Advanced,None,Poor,Low,Severe,0.613594132
39.97696865,8.493834107,5,C#,3.85216167,98.72202168,96.84648501,Desktop,Low,Expert,Basic,Poor,Medium,Severe,9.023822997
37.18268848,29.06421577,22,C#,9.167815668,9.757249324,59.44134203,Web App,High,Advanced,None,Poor,High,Moderate,5.944627547
26.63266636,15.28909129,27,Java,10.80771724,90.07848871,81.26144356,Enterprise,Low,Expert,None,,Low,Moderate,7.022487914
19.61555974,10.15957306,5,C++,6.813108468,15.39822138,72.66054561,Embedded,High,Advanced,None,Poor,Medium,None,3.298370535
1.929372132,17.53538353,16,C++,12.18428975,90.40007711,,Enterprise,Medium,Expert,Basic,Poor,High,Moderate,9.388310919
21.62507163,5.26937072,24,C#,1.3605127,26.28917534,61.02728675,Desktop,,Expert,Basic,Excellent,Low,Severe,5.183008024
26.27658948,17.43089063,5,JavaScript,14.21786204,26.53385785,67.63780456,Desktop,Medium,Basic,Basic,Good,High,None,2.828876033
5.890747269,27.08495221,7,JavaScript,7.241415944,64.73868994,50.49293501,Web App,Low,Expert,Basic,Excellent,High,None,
42.75222846,13.10948316,14,,8.656926554,70.90920429,71.53934452,Mobile,High,Advanced,None,Excellent,High,None,8.653603956
23.84734455,12.88143999,19,,5.397794562,61.1651002,67.13004432,Embedded,High,Expert,Advanced,Fair,Low,Moderate,0.981205705
12.35091928,12.60352934,17,JavaScript,7.828713478,60.69136403,73.00637209,Desktop,Low,Expert,None,Fair,High,None,3.841914504
10.19227957,20.02014739,16,C#,9.738637511,56.04150263,78.90450153,Web App,Low,Expert,Advanced,Fair,High,None,1.129545879
18.36266099,21.8794866,6,Java,10.33757039,60.42972232,67.68280447,Enterprise,Medium,Advanced,Advanced,Excellent,Medium,Severe,9.375778933
12.054859,,26,C++,7.238640531,61.60157507,81.43362263,Web App,Low,Expert,None,Fair,Medium,None,5.392582706
25.13330365,16.67326218,28,C++,13.23660085,84.70753171,65.10911191,Embedded,Low,Basic,,Excellent,High,Moderate,5.98826116
18.37806041,29.90805527,25,Java,9.104937688,20.71234344,84.20117362,Enterprise,Low,Basic,None,Excellent,Low,Severe,8.492534296
31.8606956,17.17118711,23,C#,13.38108886,63.44218136,66.87515622,Mobile,Medium,Advanced,Basic,Excellent,Medium,Moderate,2.920928203
46.50806475,32.36199905,23,Python,9.483075943,5.733516142,72.05515392,Mobile,Medium,Advanced,None,Poor,High,Moderate,1.822817941
33.48160079,18.77208272,26,Java,1.880680014,6.846913293,98.32617404,Embedded,Medium,,Advanced,Poor,Low,None,4.435632499
32.98631138,17.27423709,21,Java,5.7383775,43.93978917,94.73970977,Enterprise,Medium,Basic,,Poor,Low,Severe,2.111115069
23.74373576,,21,JavaScript,9.589391141,99.68925259,71.74388388,Embedded,Low,Expert,None,,Low,,6.470135178
15.40731166,10.94694934,3,C++,13.15476797,46.39598401,78.32323871,Desktop,Medium,Expert,None,Fair,Low,Moderate,7.625464548
39.30385527,22.3545864,21,Python,7.300430369,5.342406391,69.93948692,Mobile,Low,Expert,None,Good,High,Moderate,2.756764281
3.689081843,24.45942606,20,Java,4.643883682,76.91389883,99.0717001,,Low,Advanced,None,Poor,High,None,9.559950345
42.09156343,6.80303284,,Python,7.594979161,39.58173309,85.9272442,Desktop,High,Basic,None,Fair,High,Moderate,7.589645309
2.915936106,6.762306294,18,JavaScript,1.734649148,4.448958101,,Embedded,Low,Advanced,None,Fair,Medium,Moderate,6.479610063
26.01419533,3.871751068,28,Python,8.061903511,8.012801866,55.08943714,Web App,Low,Advanced,Advanced,Excellent,Low,,6.164672526
21.29724097,19.09735547,18,C#,3.895010908,45.36642497,89.64047848,Mobile,Medium,Advanced,Basic,Excellent,Low,None,9.121683179
30.54115315,27.09352329,4,Python,2.62964562,13.47801031,61.05002425,Enterprise,Medium,Advanced,Advanced,Good,Medium,Moderate,7.078112229
21.20975207,27.5319767,27,Java,8.847256868,61.33453986,52.92030375,Desktop,Medium,Basic,Advanced,Poor,Low,Severe,9.707392543
40.19497912,27.00828785,12,C++,5.46832225,97.95133663,61.48611614,Web App,Medium,Expert,Basic,Good,High,None,1.94715151
46.86308397,22.89227841,19,Java,,76.42812698,55.38795746,Mobile,High,Advanced,Advanced,Good,Low,Moderate,2.602209295
37.45232257,3.025742895,14,,6.909494869,85.87964517,60.50941762,Desktop,High,,Basic,Poor,Medium,Severe,8.117127594
3.714925091,24.85225698,6,C#,9.224416034,50.61098909,89.17181129,Web App,Low,Advanced,Advanced,Fair,Medium,,1.007324933
17.89960965,33.04342741,17,,13.92722543,44.97103236,78.1123069,Mobile,Low,Advanced,Advanced,Good,High,None,9.797746805
38.14360806,6.318322915,24,Python,9.981741869,34.03215396,72.56189296,Web App,Low,Advanced,Basic,Good,Low,None,3.932041405
48.4160468,28.93974256,3,JavaScript,7.914132638,8.379913741,95.47549371,Web App,High,Advanced,Basic,Excellent,High,Moderate,2.954822517
30.1005048,12.70751811,5,,8.827351372,55.48691523,89.84899323,Mobile,High,Expert,None,Fair,,Severe,1.327411781
32.96082216,6.810534466,8,Python,9.452671382,82.79426573,98.95770498,Web App,Low,Basic,None,Fair,Medium,None,2.85215578
14.4566173,26.56453602,18,C#,10.94792026,27.82276832,64.31229853,Web App,High,Expert,Advanced,Excellent,High,Severe,4.088735769
16.50875827,33.39130571,22,Python,7.902013489,10.28375045,81.17746513,Embedded,High,Basic,None,Poor,Medium,None,0.139056874
38.25895505,35.36366956,11,C++,10.80962563,59.67534498,99.44306057,Embedded,Medium,Advanced,Basic,Good,Medium,None,6.534120897
14.0696576,3.660710995,22,C++,11.2855267,3.834485278,50.03506215,Web App,Low,Advanced,Advanced,Fair,Low,None,9.295911848
35.67962923,25.32669065,16,Python,5.857729291,59.19829116,51.75659741,Mobile,Medium,Basic,Advanced,Fair,High,None,5.818790655
15.97404482,26.19300506,5,,7.479343977,30.80142199,,Mobile,Low,Basic,None,Good,Low,Moderate,0.489422056
45.60308538,16.12996005,22,C#,13.72002086,86.30801114,69.27006124,Mobile,Low,Advanced,None,Fair,Low,Moderate,3.877765999
35.78836434,,7,C++,7.904047203,47.25947412,83.14388349,Enterprise,Low,Advanced,Basic,Fair,Medium,Moderate,8.219282489
5.379247089,10.09387405,9,Java,8.512381229,57.8428009,97.5349964,Mobile,Low,Advanced,Basic,Poor,High,Severe,1.873676812
14.59052385,25.43432615,18,Java,12.76425221,39.74692304,58.66053848,Mobile,Medium,Expert,None,Poor,Low,Moderate,6.337689626
1.088615491,13.62303351,8,JavaScript,5.063986986,99.08976058,95.29669881,Desktop,Medium,Expert,Advanced,Poor,Medium,Severe,4.340543006
19.30601175,29.87412218,14,Java,9.492360562,,65.38973121,Enterprise,High,Basic,Basic,Fair,High,Severe,1.698799825
41.13114004,9.33723146,25,C#,3.776320426,60.8002682,63.94815399,Enterprise,High,Expert,Basic,Fair,Low,Severe,4.106218877
,8.811267268,20,C++,9.941306662,45.83061319,83.29772399,Mobile,Medium,Advanced,Basic,Poor,Medium,None,3.329620601
32.31971762,32.81267511,13,C++,1.692546153,,84.28161531,Mobile,High,Basic,Basic,Good,Low,Moderate,8.851913752
,13.32501691,16,JavaScript,5.16820983,,69.58964521,Embedded,Low,Expert,None,Fair,High,Severe,0.788292744
16.80629803,27.11612339,4,JavaScript,2.504189509,33.29596861,89.73738854,Enterprise,,Expert,Advanced,Poor,Medium,Moderate,3.440578252
13.5778838,7.033459161,6,JavaScript,1.637012784,90.87388478,66.52343641,Desktop,Low,Basic,Basic,,Medium,Moderate,
15.10186185,20.62865341,26,Java,13.95371779,7.134398144,94.55534949,Embedded,Low,Advanced,None,Fair,Medium,,3.517373022
35.06657389,6.189455605,7,Java,1.378073495,0.898895138,84.3327215,Enterprise,Medium,Advanced,Basic,Poor,Low,Moderate,4.698677584
22.39654213,23.59961902,21,C#,11.11168278,79.85168262,72.5860813,Web App,Medium,Advanced,Advanced,Good,High,,3.584755939
10.18885653,10.99037455,9,C#,3.477075164,84.47053527,54.60069854,Embedded,High,Basic,Basic,Poor,Medium,,0.585329024
44.77399801,30.24153813,15,Java,,76.46717865,72.32245312,Enterprise,,Basic,None,Fair,High,Severe,3.157237448
1.868262971,7.329254277,22,JavaScript,6.283346134,47.29226844,56.23572345,Embedded,High,Expert,Advanced,,High,Moderate,9.040084061
17.64296388,5.773299682,27,C++,11.32161207,52.0679582,77.14760967,Embedded,Medium,,Basic,Excellent,Low,Moderate,4.347496294
48.62434171,27.00838686,23,Java,12.62291029,26.19548644,74.72026159,Embedded,Low,Expert,Basic,Excellent,High,Severe,4.38583356
37.22833131,6.804915753,29,C++,5.955151483,41.77551042,74.64756391,Mobile,Low,Basic,Basic,Excellent,Low,Moderate,9.651279586
1.012802183,25.11145234,16,Java,9.315441641,58.55952197,78.32119728,Web App,High,Advanced,Advanced,Excellent,Low,Severe,9.998667127
4.988083961,24.44628186,10,C++,5.621500385,60.14084208,70.74581415,Enterprise,Low,Advanced,Advanced,Excellent,Medium,Severe,9.32032396
44.54531785,29.02264669,29,Java,12.68683187,68.84338143,,Desktop,High,Expert,Advanced,Poor,Medium,Moderate,6.035961738
44.98137176,35.99841346,10,JavaScript,7.531251957,,99.46015557,Enterprise,Low,Advanced,Advanced,Good,High,,6.663338425
27.76857503,8.738912692,7,C++,12.77399147,22.56874833,93.63835017,Enterprise,,Expert,Basic,Excellent,Medium,Moderate,7.527605708
16.21360353,14.63371953,16,C#,1.136092125,,51.86847724,Mobile,,Expert,Basic,Excellent,High,Severe,0.286195699
3.140629608,11.15385728,27,Java,1.721752716,37.35630211,50.76745538,Web App,Low,Expert,Advanced,Poor,Low,Severe,6.676175954
24.48800046,14.95658123,18,,1.504636355,14.82956179,72.94121163,Embedded,Low,Basic,Advanced,Fair,Medium,Severe,7.266884407
3.537326731,3.327714791,17,Java,11.06631818,44.35494747,62.97625186,Mobile,,Expert,Basic,Good,Medium,Severe,5.575169044
12.53900684,19.08111477,23,C++,,36.34913429,80.46001873,Embedded,High,Expert,None,Fair,High,None,8.75780481
16.3026292,27.44462146,25,C++,7.49475341,68.80881607,67.22938659,Enterprise,High,Expert,Basic,Fair,High,Moderate,7.795681574
5.720982454,4.308642547,28,JavaScript,6.458280329,61.98216487,90.8007713,Web App,Low,Basic,Advanced,Good,High,,8.908364733
24.02692173,14.68150914,17,Python,1.735922385,49.87976122,64.77212299,Mobile,High,,Basic,Fair,Low,Moderate,
1.68773555,15.37118816,22,C#,12.80013283,30.07264491,91.00202741,Web App,Low,Basic,,Fair,Medium,None,4.899880642
40.15672201,7.149497022,13,C++,2.481561866,20.28945492,74.81008475,Embedded,High,Advanced,None,Excellent,High,None,5.849721054
2.352653885,18.62351499,24,JavaScript,9.633649482,43.83312336,99.6796357,,Low,Expert,Basic,,High,Severe,1.942933052
38.30160954,22.2138022,25,Java,12.03332829,14.66932461,76.61387801,Web App,Medium,Basic,Advanced,Excellent,Low,Severe,7.194732788
46.62489415,15.14635895,22,Python,13.13982418,27.09718896,63.31720364,Web App,Low,Basic,Advanced,Poor,Medium,None,4.746128687
44.40892428,5.797893935,23,Java,11.31420878,22.79105513,66.09563391,Embedded,Medium,Basic,Advanced,Poor,High,Severe,6.182491751
5.260855343,23.16338499,22,Python,4.333708408,81.90411856,59.03778018,Web App,Medium,Advanced,None,Poor,Medium,Severe,6.629200527
42.59056667,21.10006772,4,JavaScript,1.846069668,29.29034128,64.89885563,Enterprise,High,Basic,None,Excellent,Low,Moderate,2.634357087
46.18009309,,21,JavaScript,2.709688684,11.91715365,56.37498811,Desktop,High,Basic,None,Fair,Low,Moderate,9.252983564
21.29903906,21.40050678,14,Python,10.38352093,88.33358224,69.2653592,Enterprise,High,Basic,Advanced,Excellent,,Severe,1.714671128
30.60633433,9.936209611,3,C++,5.46463169,6.539366199,68.50373315,Mobile,Low,Expert,Advanced,Fair,Low,None,8.024085537
,12.8148469,11,C#,14.17722033,61.22453976,60.79678258,Embedded,Low,Basic,,Poor,,Moderate,9.762464919
17.85490277,14.44509051,4,C++,4.299950584,0.038846611,58.69382255,Enterprise,Low,Expert,Basic,Excellent,High,None,0.385976199
45.15648099,15.2835407,10,JavaScript,10.82418544,47.53131446,91.05730667,Enterprise,Low,Expert,Advanced,Excellent,Low,Severe,2.526800331
3.911539974,12.75593671,14,C#,13.26842627,14.61366104,62.26172514,Desktop,Medium,Advanced,Basic,Poor,High,Moderate,8.219832516
30.11333586,,19,C#,12.15890216,80.65471738,60.14104469,Web App,High,Advanced,Advanced,,High,Moderate,1.133009584
15.91587676,33.14184359,27,Java,13.46560404,91.11038786,71.42608831,Web App,Medium,Advanced,Advanced,Fair,High,Severe,1.419393597
19.71626683,20.60521168,5,C#,4.218869531,46.0236693,75.72819368,Mobile,Low,Basic,None,Excellent,High,None,3.492826822
6.783217849,33.53907507,19,Java,2.524772228,84.06427652,75.48239046,Embedded,Medium,Advanced,None,Fair,High,Moderate,0.162240628
22.23413913,25.16288419,10,JavaScript,13.81851473,42.32937255,57.19978993,Enterprise,Low,,None,Excellent,Medium,Moderate,2.895391871
31.01346497,27.14094869,19,C#,11.64533299,70.11248056,56.83184639,Desktop,Low,Basic,,Good,Low,Severe,9.337233629
12.15511425,16.26509627,,C++,4.695696966,99.54554345,,Mobile,Medium,Expert,None,Good,Medium,None,7.013614137
2.716191658,9.706098145,22,C#,14.55507318,,59.32022169,Web App,High,,Advanced,Excellent,Low,None,8.187711206
30.16476399,9.408502283,16,C#,9.476523198,22.4621796,88.61071937,Enterprise,Medium,Expert,Basic,Good,Medium,Moderate,2.733627903
42.60394564,24.73053985,3,JavaScript,14.6777284,48.33436463,71.26439546,Embedded,Low,Advanced,None,Fair,,Moderate,6.026517404
17.7897747,4.502850724,16,JavaScript,3.789421074,26.95103144,92.29137849,Web App,High,,Advanced,Fair,Medium,Severe,7.966278503
21.11575121,6.377767026,26,C++,11.2546994,40.17060183,60.51609642,Mobile,Low,Basic,None,Fair,High,Moderate,6.583127243
47.12814891,4.745618502,13,JavaScript,8.143692534,32.08491807,,Mobile,Medium,Advanced,None,Poor,Medium,Moderate,6.000849626
24.67911956,6.396601759,18,C#,6.069905852,36.39656099,77.55817176,Web App,High,Expert,Basic,Fair,Low,Severe,9.260991877
34.87380962,15.74480843,12,JavaScript,9.790680594,12.31091046,68.53708975,Mobile,Medium,Advanced,None,Excellent,Medium,None,2.832639826
34.91183219,24.8006279,9,,2.845482973,29.73345345,89.71031081,Web App,High,Advanced,Basic,Excellent,Medium,Severe,1.632644398
45.11679919,25.5067308,6,JavaScript,2.49353018,56.18246185,62.81661323,Mobile,Medium,Expert,None,Good,Medium,Moderate,3.368428323
10.47173995,18.89447771,6,C#,7.43089054,,87.94689578,Enterprise,Medium,Basic,Basic,Excellent,High,Severe,3.369810029
7.668130226,9.28397142,15,,10.49070718,19.03733481,76.95699099,Enterprise,High,Advanced,Advanced,Poor,Medium,None,4.759459605
47.54227847,34.91740749,22,Java,1.320062034,16.11906686,56.4002112,Enterprise,Medium,Basic,Basic,Fair,High,None,7.936794243
29.54992372,5.443352314,16,,8.42418799,81.5070135,51.08067063,Embedded,High,Expert,Advanced,Excellent,High,Moderate,0.679791365
,10.23569888,11,JavaScript,11.88473428,58.7283549,50.95089711,Desktop,High,Basic,Advanced,Excellent,Low,Severe,9.779302524
30.01391508,31.89042215,19,Python,,,57.32995648,Mobile,Medium,Basic,None,Excellent,Low,Severe,8.805591377
9.07636374,16.0872377,18,C#,12.65158585,32.9584375,83.37560434,Web App,High,Advanced,Advanced,Fair,High,Severe,2.029530584
24.01161771,27.50914898,9,C#,3.265675529,32.61569941,53.75341587,Mobile,Medium,Expert,Basic,Fair,High,Severe,5.919346044
9.999517808,8.196131674,23,JavaScript,14.07429846,15.41261913,96.99101388,Mobile,High,Basic,Advanced,Fair,,Moderate,7.774192488
47.51007535,4.262719606,26,C#,4.706638882,34.81858278,53.08060007,Desktop,High,,Basic,Poor,Medium,Moderate,5.912618399
39.61536566,19.28604098,11,Java,2.065408775,96.72330198,84.31058029,Desktop,Medium,Basic,None,Fair,Low,Severe,8.84965664
26.96852872,17.43435859,6,JavaScript,7.065665223,90.10421048,92.51266508,Desktop,Low,Basic,Basic,Excellent,Low,None,7.744348903
41.82720344,,6,Java,4.727178749,69.58135259,51.61947496,Desktop,Medium,Expert,Advanced,Poor,Low,None,7.677519625
27.53833295,22.18689144,14,,9.298985332,21.59992447,87.81140854,Web App,,Expert,None,Excellent,High,None,0.206300857
34.57755449,33.1512035,26,Python,2.334088007,96.92850347,79.34888845,Enterprise,Low,Expert,Advanced,Good,Medium,Severe,4.713848542
46.20169481,31.17780829,23,,4.340556173,80.80835867,93.84874215,Mobile,Low,Expert,None,Excellent,Low,None,2.059305593
34.5582376,7.171884977,29,Python,14.95535274,58.63054693,76.94216184,Enterprise,Low,Basic,Advanced,Fair,Medium,Moderate,9.666770356
18.78201887,21.0424147,20,C++,2.53520848,80.4862401,61.78472868,Embedded,Low,Basic,Advanced,Good,Low,,6.01257287
2.918781221,21.20237854,28,,5.53937872,17.80473661,62.52723513,,Low,Basic,None,Poor,High,Severe,3.01263646
49.18145188,9.30936691,4,Python,9.622262621,0.238797178,76.59446185,Enterprise,High,Basic,Basic,Excellent,Medium,None,1.065767737
44.75545754,7.784145304,24,Python,14.3609302,64.58421941,71.28422297,Embedded,Medium,Advanced,Basic,Fair,Low,Severe,0.502953325
28.23350048,25.26837285,9,Python,2.670771095,30.26238623,82.36828551,Desktop,Low,Advanced,Advanced,Fair,Low,Moderate,
48.01193278,29.73309373,26,Java,7.702352145,17.45602586,78.7726315,Embedded,Low,Basic,None,Poor,High,Severe,5.498494948
13.54604569,20.95144402,11,C++,11.30861138,89.06806099,87.79053958,Web App,Medium,Basic,None,Good,Medium,Moderate,4.81180113
11.20211709,10.47183693,22,JavaScript,10.96620898,88.29570275,73.77138026,Desktop,Low,Basic,Advanced,Fair,High,Moderate,7.21480748
23.25907199,18.24274312,3,Python,9.938010854,26.92232915,75.51579582,Enterprise,High,,None,Poor,Low,Severe,4.859037354
36.14388366,15.70419628,25,JavaScript,14.72433749,86.12628028,59.87742033,Desktop,Low,Advanced,Advanced,Poor,Medium,None,7.493228516
11.92301078,,28,Python,7.387102275,72.7192155,65.55481235,Enterprise,Medium,Basic,Basic,Excellent,Low,Moderate,3.086851317
45.28984518,13.45777407,25,Java,14.00213431,,63.0591298,Mobile,High,Advanced,None,Poor,Low,Moderate,3.087961309
14.97990162,34.59345211,10,JavaScript,2.233788853,82.46583978,54.0055283,Desktop,High,Advanced,Advanced,Poor,Low,None,2.044260085
26.04146129,15.70296196,5,Java,1.118008679,37.12145706,64.69530058,Mobile,Medium,Expert,Advanced,Good,Medium,None,2.59969121
4.196985257,,5,Java,7.797704863,65.35957669,76.02646901,Embedded,High,Advanced,Advanced,Poor,Medium,Severe,1.282839636
17.50180386,5.00528917,7,Java,10.51943111,49.76895407,99.23755534,Web App,Medium,Basic,Advanced,,Medium,,1.136496853
47.95458949,32.84162935,27,,14.47041999,0.169503678,85.75859993,Web App,,Expert,Basic,Fair,Medium,Moderate,4.345543168
19.00120505,12.69905628,29,Java,12.90407784,4.679040654,77.62658165,Mobile,Low,Basic,Basic,Excellent,Medium,Severe,0.461552643
16.47418622,5.846890791,24,JavaScript,13.36034143,69.73294618,99.31234772,Embedded,Low,Basic,Basic,Fair,High,None,6.095369339
14.35638954,19.12756893,9,C++,11.99670102,4.062689794,83.04158066,Embedded,High,Basic,None,Poor,Medium,Moderate,2.986151522
14.25745719,5.36495621,23,Python,2.368202944,12.28906751,64.72291834,Desktop,Medium,Basic,None,Excellent,,Moderate,9.057672993
42.26056202,18.30409967,7,Python,3.468186313,60.34953773,57.32909712,Mobile,High,Basic,Advanced,Poor,Low,None,0.254255308
16.53144207,9.796194373,3,JavaScript,7.723800594,81.4797767,82.41174672,Enterprise,High,Basic,None,Good,Low,None,
20.08748329,28.12989935,10,,8.940421775,80.0580901,92.29995666,Embedded,High,Expert,Advanced,Good,High,Moderate,8.350442918
20.93695119,22.43782432,20,C#,4.653431646,58.40394338,68.38987991,Mobile,High,Basic,None,Fair,,None,6.102852469
22.38977251,27.44907906,20,JavaScript,4.281114363,29.42696937,62.67862883,Enterprise,Medium,Expert,None,Good,High,Severe,3.416039563
31.4658365,,12,C++,,88.8851628,71.63575433,Web App,Medium,Expert,Basic,Good,Medium,None,
2.258129688,15.67823742,16,C#,1.561002424,5.847466198,69.19916634,Desktop,Low,Advanced,None,Excellent,Low,Moderate,8.286204137
3.444729094,25.27568211,29,Python,,,65.63993218,Mobile,Low,Basic,Advanced,,Medium,Moderate,9.128561164
39.28478724,3.963755139,19,C++,10.93423703,98.5972794,59.93404154,Web App,,Basic,Advanced,Excellent,Medium,Moderate,8.051657507
7.068992537,12.33383121,18,Python,11.64299067,29.90040788,82.10891773,Mobile,Low,Basic,Advanced,Good,High,,4.407456213
26.22383472,,13,JavaScript,8.429720025,70.25425639,91.26580332,Enterprise,Medium,Expert,Basic,Good,Medium,Severe,8.949316198
5.861694072,4.544313322,28,JavaScript,8.519039147,46.62819474,89.13749711,Desktop,Low,Expert,Basic,Fair,Low,None,2.645047848
41.61876744,20.15256451,27,JavaScript,14.2438232,,75.47255827,Desktop,High,Basic,,Poor,High,Severe,0.191907401
31.11097991,20.89029065,4,C++,9.444135841,71.8645963,55.81426294,Web App,High,Advanced,None,Fair,Medium,Severe,9.8089491
25.02730964,11.83552985,14,JavaScript,9.849760999,37.23466093,63.18208088,Embedded,Medium,Basic,Basic,Poor,Medium,Moderate,1.395871875
8.164490684,20.64416067,23,C++,7.954407024,7.04599274,88.27829908,Web App,Low,Expert,Basic,Fair,High,None,2.779866233
13.32389261,4.761617266,23,Python,,25.65666961,83.60829474,Desktop,Medium,Basic,Advanced,Poor,High,Moderate,0.865822863
4.637035625,24.47181247,12,C++,12.39493901,60.3122078,98.63688819,Mobile,Low,Advanced,Advanced,Fair,High,Moderate,7.385873166
19.0916066,20.24087368,17,C++,12.13372379,16.94526739,88.5229759,Embedded,High,Basic,None,Fair,Low,None,1.332502769
3.171464438,13.60486992,28,Python,11.81407996,65.8371797,94.32154379,Mobile,Medium,Expert,Basic,,Low,Moderate,5.215880907
,11.2054525,8,Java,13.16635295,14.09200156,74.0818848,Embedded,Medium,Advanced,None,,Low,None,2.941097357
9.180123393,19.59643592,27,Python,1.018941037,19.31236456,78.52194996,Embedded,Medium,Expert,Advanced,Poor,,Severe,2.026624606
44.09911222,3.662218911,8,,9.390832787,17.50172557,55.23813576,Enterprise,Low,Advanced,Basic,Excellent,Medium,Moderate,7.233239371
23.03801681,28.14358263,21,,14.82102531,23.60250101,52.74874809,Desktop,Low,Advanced,Advanced,Poor,Low,Severe,4.354966453
26.12497207,14.87679239,13,C#,6.538190121,12.17372155,57.33871428,Mobile,High,Expert,None,Poor,Low,Moderate,1.836346889
15.65076798,32.21172944,10,C++,6.454425735,18.74200124,78.4141987,Mobile,Low,Expert,Advanced,Fair,Medium,None,2.101744568
6.444931857,20.94219314,9,Java,1.051701481,,58.43141103,Enterprise,High,Expert,Advanced,Fair,Low,None,1.813373125
27.60479523,,11,Java,14.14005989,46.29710799,66.1731701,Embedded,High,Expert,None,Fair,High,,4.065681566
11.9277622,16.94923613,28,,1.625738232,45.74247811,88.20259829,Embedded,Medium,Expert,,Poor,Low,Severe,0.277765024
,28.34277855,27,JavaScript,,97.65141134,61.48322509,Enterprise,Low,Expert,Advanced,Fair,,Moderate,3.163809455
11.28816926,4.924593961,3,Python,9.541489821,35.78768553,69.76205653,Enterprise,High,Basic,None,Good,High,Severe,0.863912526
19.93787256,4.623481762,21,C++,8.849378873,43.96546527,68.0277362,Enterprise,High,Expert,Basic,Fair,High,Severe,0.557104319
5.241679588,14.7359655,26,Java,5.080846501,29.75597279,90.38851607,Embedded,Low,Advanced,Advanced,Good,Low,Moderate,1.900752394
